Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Medium,restaurant type,Order Time,Meal,Perference,Ease and convenient,avg cost (two people),order_hour_of_day,days_since_prior_order,Cities
,Male,Single,Student,No Income,Graduate,5,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,200,13,1,Tier 3
29,Male,Married,Employee,,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,500,15,30,Tier 2
23,Female,Single,Self Employeed,10001 to 25000,Post Graduate,,Zomato,Bar,,Snacks,Non Veg foods (Lunch / Dinner),Agree,1400,19,6,Tier 1
35,Female,Married,Employee,More than 50000,Graduate,4,Zomato,Desert Parlor,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,17,30,Tier 3
32,Female,Married,Student,No Income,Ph.D,6,ONDC,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,550,14,7,Tier 2
32,Female,Married,Student,No Income,Ph.D,3,Swiggy,Takeaway,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Neutral,400,15,30,Tier 2
21,Female,Single,Student,No Income,Graduate,6,Zomato,Desert Parlor,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,,16,30,Tier 2
32,Female,Married,Student,No Income,Ph.D,,Zomato,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1800,17,6,Tier 1
30,Female,Married,Student,No Income,Ph.D,5,Zomato,Desert Parlor,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,3000,11,21,Tier 3
30,Male,Married,Employee,More than 50000,Post Graduate,4,Zomato,Cafe,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,15,6,Tier 2
28,Male,Single,Student,No Income,Ph.D,2,ONDC,Quick Bites,Weekend (Sat & Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,200,10,8,Tier 2
32,Male,Married,Employee,More than 50000,Post Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,,16,19,Tier 1
25,Female,Single,,Below Rs.10000,Post Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,1300,14,13,Tier 1
25,Male,Single,Student,No Income,Graduate,1,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,9,13,Tier 2
27,Female,Single,Self Employeed,,Graduate,5,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,1500,11,14,Tier 1
21,Female,Single,Employee,10001 to 25000,Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,300,19,17,Tier 1
21,Female,Single,Self Employeed,More than 50000,Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,400,21,2,Tier 1
31,Female,Married,Employee,25001 to 50000,Post Graduate,2,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,200,10,30,Tier 2
29,Male,Single,Self Employeed,More than 50000,Graduate,6,Swiggy,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,30,Tier 1
39,Female,Married,Student,No Income,Ph.D,6,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,350,19,7,Tier 1
24,Male,Single,Student,No Income,Graduate,,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,650,,5,Tier 2
22,Male,Single,Student,No Income,Post Graduate,1,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,250,9,20,Tier 1
29,Female,Married,Student,No Income,Ph.D,2,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,350,19,13,Tier 2
25,Male,Single,Student,10001 to 25000,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,500,18,30,Tier 2
27,Male,Single,Student,No Income,Ph.D,6,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,16,30,Tier 3
20,Female,,Student,No Income,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,800,19,6,Tier 2
21,Male,Single,Student,No Income,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,300,18,15,Tier 2
34,Male,Prefer not to say,Employee,More than 50000,Post Graduate,5,Zomato,Bar,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,1500,13,30,Tier 2
28,,Married,Employee,25001 to 50000,Graduate,3,,Fine Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,2500,18,30,Tier 1
24,Female,Single,Student,,Post Graduate,4,Swiggy,Cafe,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,600,17,30,Tier 1
34,Male,Married,Employee,10001 to 25000,Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,550,11,12,Tier 1
22,Male,Single,Self Employeed,10001 to 25000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,250,15,20,Tier 1
28,Male,Single,Student,No Income,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,14,10,Tier 1
21,Male,Single,Student,No Income,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,400,8,9,Tier 1
25,Female,Single,Student,No Income,Ph.D,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,10,11,Tier 1
39,Male,Married,Self Employeed,More than 50000,Post Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,150,16,6,Tier 1
22,Male,Single,Employee,10001 to 25000,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,1400,10,19,Tier 3
34,Male,Married,Employee,10001 to 25000,Graduate,6,Zomato,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,550,11,12,Tier 2
22,Male,Single,Student,No Income,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1000,17,11,Tier 1
34,Female,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,8,16,Tier 2
29,Female,Married,Employee,More than 50000,Post Graduate,6,Zomato,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,300,6,14,
21,Male,Single,Student,No Income,Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,,17,28,Tier 2
35,Male,Married,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,800,4,7,Tier 1
38,Female,Married,Self Employeed,25001 to 50000,Graduate,2,Zomato,Beverage Shop,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,16,,Tier 1
26,Male,Married,Employee,More than 50000,Graduate,4,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,9,9,Tier 1
30,Female,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,16,29,Tier 3
27,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,1,30,Tier 1
25,Female,Single,,No Income,Ph.D,3,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,,Agree,400,17,7,Tier 1
33,Male,Married,Self Employeed,25001 to 50000,Post Graduate,6,Zomato,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,750,8,30,Tier 1
29,Male,Single,Self Employeed,More than 50000,Graduate,6,ONDC,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,30,Tier 2
31,Male,Married,Self Employeed,More than 50000,School,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,19,5,Tier 1
25,Female,Married,Student,No Income,Post Graduate,2,Zomato,"Microbrewery, Casual Dining",Anytime (Mon-Sun),Snacks,Sweets,Agree,2000,19,17,Tier 2
23,Female,Single,Student,No Income,,4,Zomato,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,400,14,7,Tier 2
25,Male,Single,Self Employeed,More than 50000,School,3,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,,10,9,Tier 2
23,Male,Single,,No Income,Graduate,4,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,13,30,Tier 2
38,Female,Married,Self Employeed,25001 to 50000,Graduate,2,Swiggy,Beverage Shop,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,16,,Tier 1
26,Female,Single,Employee,25001 to 50000,Post Graduate,,ONDC,Quick Bites,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,250,19,30,Tier 1
38,Male,Married,Self Employeed,25001 to 50000,Graduate,3,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,250,16,30,Tier 2
29,Male,Married,Student,No Income,Ph.D,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,700,13,0,Tier 1
39,Female,Married,Employee,More than 50000,Graduate,6,Swiggy,Casual Dining,Weekdays (Mon-Fri),Breakfast,Non Veg foods (Lunch / Dinner),Agree,600,15,30,Tier 2
23,Male,Single,,No Income,Post Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,,28,Tier 1
32,Male,Married,Employee,25001 to 50000,Graduate,3,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,10,9,Tier 1
26,Male,Single,Self Employeed,More than 50000,Post Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,16,6,
36,Male,Married,Employee,10001 to 25000,Graduate,3,Zomato,Quick Bites,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,21,4,Tier 2
25,,Single,Student,No Income,,2,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,200,7,0,Tier 2
25,Female,Single,Student,,Ph.D,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,400,10,7,Tier 2
29,Male,Single,,More than 50000,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,30,Tier 2
40,Female,Married,Self Employeed,10001 to 25000,Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,300,17,30,Tier 2
25,Female,Married,Student,No Income,Post Graduate,2,Zomato,"Microbrewery, Casual Dining",Anytime (Mon-Sun),Snacks,Sweets,Agree,2000,19,17,Tier 3
23,Female,Single,Student,No Income,Post Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,600,20,30,Tier 2
26,Male,Prefer not to say,Self Employeed,More than 50000,,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,12,7,Tier 3
38,Male,Married,Student,No Income,Ph.D,2,Swiggy,"Desert Parlor, Cafe",Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,1400,16,9,Tier 3
25,Male,Married,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,500,9,30,Tier 2
35,Male,Married,Employee,25001 to 50000,Post Graduate,5,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,,21,10,Tier 1
39,Male,Married,Student,No Income,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,8,3,Tier 1
30,Male,Married,Self Employeed,More than 50000,Graduate,1,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,600,14,15,Tier 2
36,Female,Married,Employee,More than 50000,Post Graduate,2,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Neutral,600,9,8,Tier 1
27,Female,Single,Student,No Income,Ph.D,6,Zomato,Casual Dining,Anytime (Mon-Sun),Breakfast,,Agree,1300,14,24,Tier 2
35,Female,Married,home maker,No Income,Post Graduate,2,Swiggy,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,9,30,Tier 1
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,ONDC,Beverage Shop,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),,200,15,0,Tier 2
36,Female,Married,Student,No Income,Ph.D,2,Zomato,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,19,6,Tier 1
25,Male,Single,Student,Below Rs.10000,Post Graduate,2,Zomato,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,200,13,9,Tier 1
39,Male,Married,Self Employeed,More than 50000,Post Graduate,6,Zomato,Takeaway,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,600,7,4,Tier 2
23,Female,Single,Employee,25001 to 50000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,700,19,30,Tier 1
30,Female,Married,Student,No Income,Ph.D,6,Swiggy,Desert Parlor,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,18,4,Tier 3
25,Female,Single,,Below Rs.10000,Post Graduate,3,Zomato,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,1300,14,13,Tier 1
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,13,5,Tier 2
22,Female,Single,Student,No Income,Graduate,6,Swiggy,"Fine Dining, Bar",Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,3400,14,18,Tier 1
29,Male,Married,Student,No Income,Ph.D,6,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,550,15,6,Tier 3
22,Female,Single,Student,No Income,Post Graduate,5,Swiggy,"Quick Bites, Beverage Shop",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,6,Tier 1
23,Male,Single,Student,Below Rs.10000,Post Graduate,2,ONDC,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,700,17,9,Tier 1
25,Male,Single,Student,Below Rs.10000,Post Graduate,2,ONDC,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,200,13,9,Tier 2
29,Female,Married,Employee,Below Rs.10000,Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1300,9,8,Tier 1
27,Female,Single,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,17,7,Tier 1
31,Male,Married,Student,No Income,Ph.D,4,Swiggy,"Desert Parlor, Cafe",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,500,15,30,Tier 3
24,Male,,Student,10001 to 25000,,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),,400,,5,Tier 1
34,Male,Prefer not to say,Employee,More than 50000,Post Graduate,5,Zomato,Bar,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,1500,13,30,Tier 2
25,Male,Single,Student,Below Rs.10000,Post Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,200,13,9,Tier 2
24,Female,Single,,Below Rs.10000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,400,10,30,Tier 2
32,Male,Married,Student,No Income,Ph.D,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,17,30,Tier 1
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,700,7,7,Tier 1
34,Female,Married,Employee,25001 to 50000,Graduate,5,Swiggy,"Desert Parlor, Quick Bites",Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,100,16,1,Tier 2
39,Female,Married,Student,No Income,Ph.D,4,Zomato,"Cafe, Bar",Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,1200,22,7,Tier 1
39,Female,Married,Employee,More than 50000,Graduate,3,Zomato,Desert Parlor,,Snacks,Non Veg foods (Lunch / Dinner),,400,10,30,Tier 1
29,Female,Married,Employee,10001 to 25000,Post Graduate,6,Swiggy,Casual Dining,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,10,24,Tier 1
25,Female,Married,Student,No Income,Post Graduate,2,ONDC,"Microbrewery, Casual Dining",Anytime (Mon-Sun),Snacks,Sweets,Agree,2000,19,17,
23,Female,Single,Student,No Income,,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,400,14,7,
23,Male,Single,Employee,More than 50000,Graduate,2,ONDC,Quick Bites,Weekend (Sat & Sun),,Veg foods (Breakfast / Lunch / Dinner),Agree,450,15,30,Tier 1
40,Female,Married,Student,No Income,Ph.D,5,Zomato,Desert Parlor,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,8,27,Tier 2
23,Female,Single,Student,No Income,Post Graduate,4,Swiggy,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,300,11,13,
24,Male,Single,Student,No Income,Post Graduate,3,Swiggy,Takeaway,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,8,Tier 2
38,Male,Married,Student,No Income,Ph.D,2,Swiggy,"Desert Parlor, Cafe",Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,1400,16,9,Tier 2
36,Male,Married,Student,No Income,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,700,15,8,Tier 3
36,Female,Married,Employee,More than 50000,Post Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Neutral,600,9,8,Tier 3
26,Male,Single,Self Employeed,More than 50000,Post Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,16,6,Tier 1
20,Female,Single,Employee,Below Rs.10000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,400,10,23,Tier 1
26,Female,Married,Employee,Below Rs.10000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,400,13,23,Tier 2
23,Male,Single,Student,No Income,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,500,17,2,Tier 1
35,Male,Married,Employee,10001 to 25000,Post Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Neutral,250,12,6,Tier 2
,Female,Single,Employee,25001 to 50000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,,14,18,Tier 2
22,Male,Single,Student,No Income,Graduate,2,Zomato,"Casual Dining, Bar",Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,600,12,12,Tier 3
26,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1100,10,12,Tier 1
26,Male,Single,Student,No Income,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,550,9,27,Tier 1
36,Male,Married,Employee,10001 to 25000,Graduate,6,Zomato,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,14,30,Tier 2
25,Female,Married,Employee,More than 50000,Graduate,1,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,23,30,Tier 2
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,ONDC,Quick Bites,,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,150,14,23,Tier 2
37,Male,Married,Student,No Income,Ph.D,5,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,500,13,22,Tier 2
22,Female,Single,Employee,25001 to 50000,Graduate,2,Swiggy,Bar,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,750,8,22,Tier 1
35,Female,Married,home maker,No Income,Post Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,650,18,8,Tier 1
25,Male,Married,Employee,More than 50000,Post Graduate,,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,12,,Tier 1
29,Female,Married,Student,No Income,Ph.D,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,13,30,Tier 2
31,Male,Married,Self Employeed,,Graduate,3,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,14,30,Tier 2
21,Female,Single,Student,No Income,Graduate,5,ONDC,Takeaway,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,500,11,25,Tier 1
34,Female,Married,Self Employeed,Below Rs.10000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,250,20,30,Tier 1
30,Female,Married,home maker,No Income,School,5,Swiggy,Desert Parlor,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,15,Tier 1
33,Female,Married,Student,No Income,Ph.D,4,Zomato,,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,1200,8,12,Tier 1
23,Male,Single,Student,No Income,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,200,15,2,Tier 1
32,Male,Married,Employee,More than 50000,Ph.D,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,600,21,3,Tier 3
22,Male,Single,Student,No Income,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,,Agree,300,10,7,
27,Male,Married,Employee,25001 to 50000,Graduate,2,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,900,21,,Tier 2
31,Male,,Student,No Income,Ph.D,2,Zomato,Quick Bites,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,11,21,Tier 2
20,Male,Single,Student,No Income,Graduate,2,Zomato,casual dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,15,7,Tier 2
25,Female,Single,Student,No Income,Ph.D,3,Swiggy,"Bar, Microbrewery",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,1800,14,7,Tier 3
37,Female,Married,Student,No Income,Ph.D,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,450,10,30,Tier 1
36,Male,Married,Employee,More than 50000,Post Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,15,30,Tier 2
38,Male,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,200,6,28,Tier 2
36,Female,Married,Self Employeed,25001 to 50000,Graduate,3,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,500,13,8,Tier 1
