"Age","Gender","Marital_Status","Occupation","Monthly_Income","Education","Family_Size","Medium","Restaurant_Type","Order_Time","Meal","Preference","Ease_Convenient","Avg_Cost","Order_Hour","Days_Since_Prior","Cities","Income_Level","Time_Period","Cost_Category","Order_Frequency","City_Tier","High_Demand_Area"
33,"Female","Married","Student","No Income","Ph.D",2,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,7,30,"Tier 1",1,"Morning","High","Infrequent",1,"1"
22,"Female","Single","Student","No Income","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",300,16,7,"Tier 3",1,"Afternoon","Low","Frequent",3,"0"
31,"Male","Married","Employee","More than 50000","Ph.D",5,"ONDC","Takeaway","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",150,20,16,"Tier 1",5,"Evening","Low","Moderate",1,"0"
21,"Female","Single","Student","No Income","Graduate",5,"Swiggy","Takeaway","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Neutral",500,11,25,"Tier 2",1,"Morning","High","Infrequent",2,"1"
28,"Male","Single","Student","No Income","Ph.D",3,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",600,14,10,"Tier 2",1,"Afternoon","High","Frequent",2,"1"
37,"Female","Married","Employee","25001 to 50000","Post Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",200,10,23,"Tier 1",4,"Morning","Low","Infrequent",1,"0"
31,"Male","Married","Student","No Income","Ph.D",5,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",200,19,13,"Tier 2",1,"Evening","Low","Moderate",2,"1"
39,"Male","Married","Student","No Income","Ph.D",6,"ONDC","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly disagree",1800,8,24,"Tier 2",1,"Morning","Premium","Infrequent",2,"1"
28,"Female","Single","Employee","More than 50000","Post Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",600,14,30,"Tier 2",5,"Afternoon","High","Infrequent",2,"1"
31,"Male","Married","Self Employeed","More than 50000","School",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",200,19,5,"Tier 1",5,"Evening","Low","Very_Frequent",1,"1"
38,"Female","Married","Self Employeed","25001 to 50000","Graduate",2,"Swiggy","Beverage Shop","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,16,16,"Tier 1",4,"Afternoon","Medium","Moderate",1,"1"
33,"Male","Married","Employee","10001 to 25000","Graduate",2,"Swiggy","Quick Bites","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",700,16,30,"Tier 1",3,"Afternoon","Premium","Infrequent",1,"1"
38,"Female","Married","Self Employeed","25001 to 50000","Graduate",2,"Zomato","Beverage Shop","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,16,16,"Tier 1",4,"Afternoon","Medium","Moderate",1,"1"
25,"Male","Single","Self Employeed","More than 50000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Strongly disagree",600,14,6,"Tier 1",5,"Afternoon","High","Frequent",1,"1"
28,"Male","Single","Student","No Income","Ph.D",5,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",800,13,30,"Tier 2",1,"Afternoon","Premium","Infrequent",2,"1"
21,"Female","Single","Student","No Income","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",150,12,23,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
23,"Female","Single","Student","No Income","Post Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,19,7,"Tier 3",1,"Evening","High","Frequent",3,"1"
28,"Female","Single","Self Employeed","10001 to 25000","Graduate",5,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",750,14,3,"Tier 3",3,"Afternoon","Premium","Very_Frequent",3,"1"
22,"Female","Single","Student","No Income","Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,16,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
28,"Male","Married","Employee","More than 50000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,14,19,"Tier 3",5,"Afternoon","Medium","Moderate",3,"0"
21,"Female","Single","Self Employeed","More than 50000","Graduate",6,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,21,2,"Tier 2",5,"Night","Medium","Very_Frequent",2,"1"
23,"Female","Single","Student","No Income","Post Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",600,20,30,"Tier 2",1,"Evening","High","Infrequent",2,"1"
37,"Female","Prefer not to say","Student","No Income","Ph.D",3,"ONDC","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",1100,13,30,"Tier 1",1,"Afternoon","Premium","Infrequent",1,"1"
24,"Male","Single","Student","No Income","Post Graduate",3,"ONDC","Quick Bites","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,12,30,"Tier 2",1,"Afternoon","Low","Infrequent",2,"0"
24,"Male","Single","Employee","No Income","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,15,11,"Tier 3",1,"Afternoon","Medium","Moderate",3,"1"
27,"Female","Single","Student","No Income","Ph.D",5,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",300,14,30,"Tier 2",1,"Afternoon","Low","Infrequent",2,"0"
24,"Female","Married","Employee","10001 to 25000","Post Graduate",2,"Zomato","Bar","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",1000,8,2,"Tier 2",3,"Morning","Premium","Very_Frequent",2,"1"
23,"Male","Single","Student","No Income","Post Graduate",5,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,11,8,"Tier 2",1,"Morning","Medium","Frequent",2,"1"
37,"Male","Married","Employee","10001 to 25000","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",1700,7,30,"Tier 2",3,"Morning","Premium","Infrequent",2,"1"
26,"Female","Married","Self Employeed","10001 to 25000","Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",650,8,2,"Tier 3",3,"Morning","High","Very_Frequent",3,"1"
21,"Male","Single","Student","No Income","Graduate",4,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",800,17,18,"Tier 1",1,"Evening","Premium","Moderate",1,"1"
22,"Female","Single","Student","No Income","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",200,22,4,"Tier 1",1,"Night","Low","Very_Frequent",1,"1"
31,"Male","Married","Employee","More than 50000","Post Graduate",3,"Zomato","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,9,18,"Tier 1",5,"Morning","Low","Moderate",1,"0"
22,"Female","Single","Employee","25001 to 50000","Graduate",4,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,18,3,"Tier 1",4,"Evening","Medium","Very_Frequent",1,"1"
27,"Male","Married","Employee","10001 to 25000","Post Graduate",2,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,17,29,"Tier 2",3,"Evening","High","Infrequent",2,"1"
28,"Male","Single","Employee","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,7,13,"Tier 1",1,"Morning","Low","Moderate",1,"1"
21,"Male","Single","Student","No Income","Graduate",2,"ONDC","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",400,17,28,"Tier 3",1,"Evening","Medium","Infrequent",3,"0"
26,"Male","Single","Self Employeed","10001 to 25000","Ph.D",1,"ONDC","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,13,2,"Tier 1",3,"Afternoon","Low","Very_Frequent",1,"1"
24,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",200,13,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
27,"Female","Single","Student","No Income","Ph.D",6,"Swiggy","Cafe","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",550,18,30,"Tier 1",1,"Evening","High","Infrequent",1,"1"
21,"Male","Single","Employee","Below Rs.10000","Graduate",2,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Agree",1800,13,10,"Tier 1",2,"Afternoon","Premium","Frequent",1,"1"
26,"Male","Single","Student","No Income","Ph.D",3,"ONDC","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Neutral",1400,16,1,"Tier 1",1,"Afternoon","Premium","Very_Frequent",1,"1"
22,"Female","Single","Self Employeed","10001 to 25000","Graduate",6,"ONDC","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",700,10,7,"Tier 1",3,"Morning","Premium","Frequent",1,"1"
29,"Female","Married","Self Employeed","25001 to 50000","Post Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,15,3,"Tier 1",4,"Afternoon","Low","Very_Frequent",1,"1"
35,"Female","Prefer not to say","Student","No Income","Ph.D",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",100,13,1,"Tier 2",1,"Afternoon","Low","Very_Frequent",2,"1"
22,"Female","Single","Student","No Income","Post Graduate",2,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",400,19,30,"Tier 1",1,"Evening","Medium","Infrequent",1,"1"
20,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,8,19,"Tier 1",1,"Morning","Low","Moderate",1,"0"
24,"Male","Single","Student","10001 to 25000","Graduate",4,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,14,5,"Tier 3",3,"Afternoon","Medium","Very_Frequent",3,"1"
36,"Female","Married","Self Employeed","25001 to 50000","Graduate",3,"Zomato","Takeaway","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",500,13,8,"Tier 1",4,"Afternoon","High","Frequent",1,"1"
30,"Male","Married","Student","No Income","Ph.D",4,"Swiggy","Casual Dining","Weekdays (MonFri)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",1000,14,7,"Tier 1",1,"Afternoon","Premium","Frequent",1,"1"
26,"Male","Single","Student","No Income","Ph.D",3,"ONDC","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",1300,17,16,"Tier 2",1,"Evening","Premium","Moderate",2,"1"
23,"Male","Single","Student","No Income","Post Graduate",5,"ONDC","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,11,8,"Tier 1",1,"Morning","Medium","Frequent",1,"1"
24,"Female","Single","Student","Below Rs.10000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",400,10,30,"Tier 1",2,"Morning","Medium","Infrequent",1,"1"
28,"Male","Single","Student","No Income","Ph.D",4,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",400,9,9,"Tier 3",1,"Morning","Medium","Frequent",3,"1"
34,"Female","Married","Employee","25001 to 50000","Graduate",5,"Zomato","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",100,16,1,"Tier 2",4,"Afternoon","Low","Very_Frequent",2,"1"
28,"Male","Married","Employee","More than 50000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,17,30,"Tier 1",5,"Evening","Medium","Infrequent",1,"1"
24,"Female","Single","Employee","No Income","Graduate",4,"Swiggy","Beverage Shop","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",150,15,13,"Tier 2",1,"Afternoon","Low","Moderate",2,"1"
27,"Female","Married","Student","No Income","Ph.D",2,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",450,13,17,"Tier 2",1,"Afternoon","High","Moderate",2,"1"
38,"Male","Married","Self Employeed","25001 to 50000","Graduate",2,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,16,30,"Tier 3",4,"Afternoon","High","Infrequent",3,"0"
28,"Male","Single","Student","Below Rs.10000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,8,6,"Tier 1",2,"Morning","Low","Frequent",1,"1"
28,"Female","Single","Employee","25001 to 50000","Graduate",4,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",300,7,30,"Tier 1",4,"Morning","Low","Infrequent",1,"0"
36,"Male","Married","Student","No Income","Ph.D",3,"ONDC","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",700,15,8,"Tier 1",1,"Afternoon","Premium","Frequent",1,"1"
29,"Female","Married","Employee","More than 50000","Post Graduate",6,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",300,6,14,"Tier 2",5,"Morning","Low","Moderate",2,"1"
26,"Male","Single","Employee","More than 50000","Post Graduate",3,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",400,9,6,"Tier 1",5,"Morning","Medium","Frequent",1,"1"
27,"Male","Single","Student","No Income","Post Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",400,14,30,"Tier 3",1,"Afternoon","Medium","Infrequent",3,"0"
38,"Female","Married","Self Employeed","25001 to 50000","Graduate",2,"Swiggy","Beverage Shop","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,16,16,"Tier 1",4,"Afternoon","Medium","Moderate",1,"1"
22,"Female","Single","Employee","More than 50000","Graduate",5,"Swiggy","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,16,8,"Tier 2",5,"Afternoon","Medium","Frequent",2,"1"
26,"Female","Single","Employee","25001 to 50000","Post Graduate",4,"ONDC","Bar","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",900,13,9,"Tier 2",4,"Afternoon","Premium","Frequent",2,"1"
37,"Male","Married","Employee","Below Rs.10000","Post Graduate",6,"Zomato","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",350,15,19,"Tier 2",2,"Afternoon","Medium","Moderate",2,"0"
34,"Male","Married","Employee","More than 50000","Graduate",6,"Zomato","Takeaway","Weekend (Sat & Sun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",600,11,29,"Tier 1",5,"Morning","High","Infrequent",1,"1"
23,"Male","Single","Employee","10001 to 25000","Graduate",2,"Swiggy","Casual Dining","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",800,10,30,"Tier 2",3,"Morning","Premium","Infrequent",2,"1"
36,"Male","Married","Employee","10001 to 25000","Graduate",3,"Zomato","Quick Bites","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,21,4,"Tier 1",3,"Night","Low","Very_Frequent",1,"1"
31,"Female","Married","Employee","Below Rs.10000","Post Graduate",2,"Zomato","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,14,1,"Tier 1",2,"Afternoon","Medium","Very_Frequent",1,"1"
33,"Male","Married","Employee","10001 to 25000","Graduate",4,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",400,12,27,"Tier 1",3,"Afternoon","Medium","Infrequent",1,"1"
21,"Male","Single","Student","No Income","Graduate",6,"Zomato","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",700,1,30,"Tier 2",1,"Night","Premium","Infrequent",2,"1"
40,"Male","Married","Student","More than 50000","Post Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",250,11,15,"Tier 1",5,"Morning","Low","Moderate",1,"1"
24,"Female","Married","Student","Below Rs.10000","Ph.D",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,14,16,"Tier 2",2,"Afternoon","Low","Moderate",2,"0"
27,"Female","Married","Self Employeed","More than 50000","Graduate",5,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",100,11,10,"Tier 2",5,"Morning","Low","Frequent",2,"1"
30,"Female","Married","Employee","10001 to 25000","Post Graduate",2,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,11,8,"Tier 1",3,"Morning","Low","Frequent",1,"1"
39,"Female","Married","Student","No Income","Ph.D",6,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",350,19,7,"Tier 2",1,"Evening","Medium","Frequent",2,"1"
27,"Male","Married","Self Employeed","25001 to 50000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,22,30,"Tier 1",4,"Night","Medium","Infrequent",1,"1"
33,"Female","Married","Self Employeed","25001 to 50000","Post Graduate",5,"ONDC","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",250,21,13,"Tier 1",4,"Night","Low","Moderate",1,"1"
24,"Male","Single","Student","No Income","Post Graduate",3,"Zomato","Takeaway","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",700,18,8,"Tier 1",1,"Evening","Premium","Frequent",1,"1"
33,"Male","Married","Employee","25001 to 50000","Post Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,13,30,"Tier 1",4,"Afternoon","Medium","Infrequent",1,"1"
23,"Female","Single","Student","No Income","Graduate",5,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1800,15,0,"Tier 1",1,"Afternoon","Premium","Very_Frequent",1,"1"
28,"Male","Married","Employee","25001 to 50000","Post Graduate",5,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",800,17,30,"Tier 1",4,"Evening","Premium","Infrequent",1,"1"
36,"Male","Married","Employee","More than 50000","Post Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,15,30,"Tier 1",5,"Afternoon","Medium","Infrequent",1,"1"
25,"Male","Single","Employee","10001 to 25000","Graduate",2,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",150,22,30,"Tier 3",3,"Night","Low","Infrequent",3,"0"
22,"Male","Single","Student","Below Rs.10000","Post Graduate",4,"Zomato","Takeaway","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",250,8,7,"Tier 2",2,"Morning","Low","Frequent",2,"1"
26,"Female","Single","Student","No Income","Ph.D",6,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,10,7,"Tier 1",1,"Morning","Low","Frequent",1,"1"
30,"Male","Married","Self Employeed","More than 50000","Uneducated",4,"Swiggy","Casual Dining","Weekdays (MonFri)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",500,13,12,"Tier 1",5,"Afternoon","High","Moderate",1,"1"
25,"Male","Single","Employee","25001 to 50000","Post Graduate",3,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,16,8,"Tier 1",4,"Afternoon","Low","Frequent",1,"1"
23,"Female","Single","Self Employeed","10001 to 25000","Post Graduate",4,"Swiggy","Bar","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1400,19,6,"Tier 1",3,"Evening","Premium","Frequent",1,"1"
